Data from Chemiepractica_Absorbance__0__11-30-33-099.txt Node

Date: Mon Dec 09 11:30:33 CET 2024
User: r0948668
Spectrometer: USB4F07138
Trigger mode: 4
Integration Time (sec): 6,000000E-3
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
176,779	-0,95145
176,999	-1,74971
177,218	-0,86478
177,438	-0
177,658	-0
177,878	-0
178,097	-0
178,317	-0
178,537	-0,04987
178,757	-0,0014
178,976	0,10068
179,196	-0,24502
179,416	-0
179,635	-0,06139
179,855	-0,04622
180,075	-0,02372
180,294	-0,02706
180,514	-0,05663
180,734	0,00068
180,953	0,01007
181,173	0,01581
181,392	0,01526
181,612	0,01635
181,832	0,02078
182,051	0,01661
182,271	0,01887
182,49	0,0127
182,71	0,02694
182,929	0,04641
183,149	0,04146
183,368	0,06095
183,588	0,05706
183,807	0,05608
184,027	0,05862
184,246	0,05727
184,466	0,06069
184,685	0,07016
184,905	0,07928
185,124	0,08244
185,344	0,07407
185,563	0,08169
185,782	0,08814
186,002	0,08691
186,221	0,0892
186,44	0,08511
186,66	0,09146
186,879	0,11097
187,099	0,10378
187,318	0,08753
187,537	0,07152
187,756	0,08137
187,976	0,0645
188,195	0,04832
188,414	0,05958
188,634	0,06848
188,853	0,08219
189,072	0,08408
189,291	0,06066
189,511	0,0646
189,73	0,07892
189,949	0,09056
190,168	0,07828
190,387	0,08956
190,607	0,09406
190,826	0,07973
191,045	0,07106
191,264	0,05738
191,483	0,05083
191,702	0,05543
191,921	0,04251
192,141	0,04422
192,36	0,03032
192,579	0,0336
192,798	0,03248
193,017	0,02706
193,236	0,03826
193,455	0,03251
193,674	0,04322
193,893	0,03942
194,112	0,04534
194,331	0,05173
194,55	0,05419
194,769	0,05975
194,988	0,05872
195,207	0,05773
195,426	0,063
195,645	0,0604
195,864	0,07432
196,083	0,06944
196,302	0,07741
196,521	0,08167
196,739	0,09188
196,958	0,07603
197,177	0,07824
197,396	0,08822
197,615	0,0975
197,834	0,07685
198,053	0,07563
198,271	0,05454
198,49	0,05851
198,709	0,0551
198,928	0,04755
199,147	0,0325
199,365	0,04351
199,584	0,04717
199,803	0,02713
200,022	0,01661
200,24	0,02393
200,459	0,02801
200,678	0,04026
200,897	0,035
201,115	0,02851
201,334	0,03862
201,553	0,04787
201,771	0,03648
201,99	0,0225
202,209	0,04661
202,427	0,05563
202,646	0,06462
202,864	0,04626
203,083	0,04001
203,302	0,05482
203,52	0,07349
203,739	0,07031
203,957	0,05606
204,176	0,06875
204,394	0,07395
204,613	0,06754
204,831	0,06043
205,05	0,06604
205,268	0,07665
205,487	0,06541
205,705	0,05347
205,924	0,04548
206,142	0,04697
206,361	0,05851
206,579	0,05514
206,798	0,05462
207,016	0,05122
207,234	0,05446
207,453	0,05093
207,671	0,0585
207,89	0,08239
208,108	0,10019
208,326	0,08953
208,545	0,08129
208,763	0,07867
208,981	0,07602
209,2	0,06945
209,418	0,06643
209,636	0,06446
209,855	0,06082
210,073	0,0637
210,291	0,04468
210,509	0,02232
210,728	0,02957
210,946	0,03455
211,164	0,02837
211,382	0,03565
211,6	0,05091
211,819	0,05866
212,037	0,0506
212,255	0,05049
212,473	0,04132
212,691	0,05525
212,909	0,06999
213,128	0,05796
213,346	0,05733
213,564	0,06954
213,782	0,06146
214	0,06515
214,218	0,05703
214,436	0,07082
214,654	0,06559
214,872	0,05741
215,09	0,03499
215,308	0,03831
215,526	0,04872
215,744	0,05117
215,962	0,04734
216,18	0,0372
216,398	0,03326
216,616	0,03211
216,834	0,03224
217,052	0,049
217,27	0,0451
217,488	0,05612
217,706	0,05612
217,924	0,06296
218,142	0,065
218,36	0,06603
218,578	0,0898
218,795	0,07853
219,013	0,07095
219,231	0,0544
219,449	0,03433
219,667	0,04423
219,885	0,05437
220,102	0,05201
220,32	0,05072
220,538	0,06241
220,756	0,05939
220,973	0,05762
221,191	0,06012
221,409	0,07562
221,627	0,08061
221,844	0,09948
222,062	0,08755
222,28	0,08963
222,497	0,07182
222,715	0,07007
222,933	0,05381
223,15	0,04727
223,368	0,04891
223,586	0,06086
223,803	0,06603
224,021	0,06395
224,239	0,05109
224,456	0,05838
224,674	0,05017
224,891	0,06964
225,109	0,07162
225,326	0,06339
225,544	0,06545
225,762	0,04837
225,979	0,04753
226,197	0,03393
226,414	0,04377
226,632	0,05548
226,849	0,05455
227,066	0,06508
227,284	0,05132
227,501	0,04532
227,719	0,05755
227,936	0,06203
228,154	0,0758
228,371	0,06889
228,588	0,08655
228,806	0,08826
229,023	0,07383
229,241	0,09081
229,458	0,0894
229,675	0,08769
229,893	0,0914
230,11	0,09129
230,327	0,08814
230,545	0,08675
230,762	0,08719
230,979	0,07341
231,196	0,06307
231,414	0,06372
231,631	0,04035
231,848	0,03343
232,065	0,03612
232,283	0,03283
232,5	0,0246
232,717	0,01991
232,934	0,00951
233,151	0,02225
233,368	0,02153
233,586	0,02348
233,803	0,03015
234,02	0,03901
234,237	0,03379
234,454	0,03993
234,671	0,05571
234,888	0,06167
235,105	0,06604
235,322	0,07464
235,54	0,06677
235,757	0,08117
235,974	0,08743
236,191	0,0807
236,408	0,08434
236,625	0,09607
236,842	0,08564
237,059	0,07376
237,276	0,0603
237,493	0,06873
237,71	0,06795
237,926	0,05856
238,143	0,0391
238,36	0,03956
238,577	0,04823
238,794	0,04002
239,011	0,03139
239,228	0,03637
239,445	0,02918
239,662	0,04438
239,878	0,03897
240,095	0,03896
240,312	0,04655
240,529	0,05513
240,746	0,05294
240,963	0,05196
241,179	0,05702
241,396	0,07171
241,613	0,05647
241,83	0,0652
242,046	0,06321
242,263	0,07244
242,48	0,0659
242,697	0,0694
242,913	0,06393
243,13	0,04621
243,347	0,05781
243,563	0,05993
243,78	0,05088
243,997	0,07234
244,213	0,07354
244,43	0,07788
244,646	0,06559
244,863	0,07283
245,08	0,06998
245,296	0,06801
245,513	0,07305
245,729	0,07421
245,946	0,07651
246,162	0,0698
246,379	0,06562
246,595	0,0531
246,812	0,04625
247,028	0,05049
247,245	0,05564
247,461	0,04757
247,678	0,04727
247,894	0,06602
248,111	0,04399
248,327	0,04061
248,544	0,04674
248,76	0,05378
248,976	0,06548
249,193	0,06766
249,409	0,07018
249,626	0,06325
249,842	0,07169
250,058	0,07555
250,275	0,06749
250,491	0,06375
250,707	0,06863
250,924	0,08203
251,14	0,07032
251,356	0,07195
251,572	0,07166
251,789	0,07755
252,005	0,07882
252,221	0,07956
252,437	0,08033
252,654	0,08249
252,87	0,0896
253,086	0,09547
253,302	0,09489
253,518	0,10218
253,735	0,08735
253,951	0,08203
254,167	0,07545
254,383	0,05967
254,599	0,05161
254,815	0,0528
255,031	0,04137
255,247	0,03677
255,463	0,02514
255,68	0,01834
255,896	0,02135
256,112	0,01699
256,328	0,0163
256,544	0,01772
256,76	0,0351
256,976	0,03837
257,192	0,04612
257,408	0,05105
257,624	0,05446
257,84	0,06613
258,056	0,06845
258,272	0,06164
258,487	0,07677
258,703	0,08495
258,919	0,08553
259,135	0,08593
259,351	0,08483
259,567	0,07765
259,783	0,08854
259,999	0,09588
260,215	0,08933
260,43	0,08414
260,646	0,0896
260,862	0,08377
261,078	0,07568
261,294	0,05667
261,509	0,05555
261,725	0,06222
261,941	0,0671
262,157	0,06215
262,372	0,05627
262,588	0,04632
262,804	0,05096
263,019	0,04222
263,235	0,04106
263,451	0,04618
263,667	0,0586
263,882	0,06367
264,098	0,07079
264,313	0,06521
264,529	0,06781
264,745	0,07946
264,96	0,07536
265,176	0,07287
265,391	0,07444
265,607	0,0895
265,823	0,08214
266,038	0,08858
266,254	0,08204
266,469	0,07948
266,685	0,07553
266,9	0,07008
267,116	0,06884
267,331	0,0815
267,547	0,08312
267,762	0,08365
267,978	0,07324
268,193	0,0846
268,408	0,08646
268,624	0,09254
268,839	0,08205
269,055	0,07903
269,27	0,07733
269,485	0,06617
269,701	0,06386
269,916	0,06695
270,132	0,07544
270,347	0,08006
270,562	0,07502
270,777	0,06805
270,993	0,06607
271,208	0,07347
271,423	0,07978
271,639	0,08758
271,854	0,09212
272,069	0,08528
272,284	0,07823
272,5	0,06741
272,715	0,06136
272,93	0,0532
273,145	0,0428
273,36	0,04709
273,576	0,05403
273,791	0,05848
274,006	0,05234
274,221	0,05725
274,436	0,06701
274,651	0,06762
274,866	0,07689
275,081	0,08994
275,296	0,09658
275,512	0,11067
275,727	0,10707
275,942	0,09298
276,157	0,08326
276,372	0,09349
276,587	0,09351
276,802	0,09277
277,017	0,09067
277,232	0,08976
277,447	0,07403
277,662	0,07397
277,877	0,0681
278,092	0,05886
278,306	0,06639
278,521	0,08505
278,736	0,08541
278,951	0,07527
279,166	0,06364
279,381	0,0678
279,596	0,06373
279,811	0,07389
280,025	0,06988
280,24	0,07012
280,455	0,07071
280,67	0,05905
280,885	0,04894
281,099	0,03761
281,314	0,03963
281,529	0,04425
281,744	0,04766
281,959	0,04939
282,173	0,04966
282,388	0,06158
282,603	0,05764
282,817	0,06254
283,032	0,0633
283,247	0,05114
283,461	0,05763
283,676	0,05297
283,891	0,06424
284,105	0,06852
284,32	0,07378
284,535	0,07187
284,749	0,0736
284,964	0,08636
285,178	0,08128
285,393	0,0918
285,607	0,09822
285,822	0,09456
286,036	0,10168
286,251	0,10241
286,465	0,10121
286,68	0,09582
286,894	0,09661
287,109	0,0879
287,323	0,07576
287,538	0,08186
287,752	0,07633
287,967	0,07842
288,181	0,07395
288,396	0,08093
288,61	0,08045
288,824	0,08417
289,039	0,08707
289,253	0,08363
289,467	0,09384
289,682	0,09727
289,896	0,09488
290,11	0,08973
290,325	0,08811
290,539	0,08106
290,753	0,0801
290,968	0,07542
291,182	0,06347
291,396	0,05705
291,61	0,06477
291,825	0,04812
292,039	0,04314
292,253	0,0475
292,467	0,05192
292,681	0,05451
292,896	0,06772
293,11	0,0544
293,324	0,05681
293,538	0,06408
293,752	0,07223
293,966	0,07059
294,18	0,08197
294,394	0,08079
294,608	0,08176
294,823	0,07332
295,037	0,07327
295,251	0,07389
295,465	0,08839
295,679	0,08684
295,893	0,08104
296,107	0,07252
296,321	0,07466
296,535	0,06321
296,749	0,06134
296,963	0,04526
297,177	0,04544
297,391	0,0421
297,604	0,03558
297,818	0,02733
298,032	0,02227
298,246	0,00819
298,46	0,0211
298,674	0,02597
298,888	0,03289
299,102	0,04194
299,315	0,05984
299,529	0,07315
299,743	0,07889
299,957	0,08731
300,171	0,08124
300,385	0,08351
300,598	0,09815
300,812	0,08641
301,026	0,07315
301,24	0,07569
301,453	0,07372
301,667	0,06737
301,881	0,06128
302,094	0,05379
302,308	0,04861
302,522	0,06305
302,735	0,05378
302,949	0,04432
303,163	0,0379
303,376	0,03809
303,59	0,04215
303,803	0,03439
304,017	0,03058
304,231	0,03333
304,444	0,03656
304,658	0,03916
304,871	0,04237
305,085	0,05644
305,298	0,06015
305,512	0,06619
305,725	0,06837
305,939	0,06391
306,152	0,06099
306,366	0,05632
306,579	0,05484
306,793	0,06777
307,006	0,06417
307,22	0,05785
307,433	0,0467
307,646	0,04562
307,86	0,04466
308,073	0,05122
308,286	0,04712
308,5	0,05207
308,713	0,05449
308,926	0,0578
309,14	0,04353
